_id,A1.12 Postal Code,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),Soma de B2.4.1a  Total Project Grants,Soma de B2.4.1.99  Other Project Grant,Soma de B2.9  Total Operating Revenues,Soma de B3.3  Local,Soma de B3.5  Total Capital Revenues,Soma de B5.0  Total Operating Expenditures,Soma de C0.1.E  English Print Titles Held,Soma de C0.1.F  French Print Titles Held,Soma de C0.1.O  Other Print Titles Held,Soma de C0.1.T  Total Print Titles Held,Soma de C0.2.E  English Print Volumes Held,Soma de C0.2.F  French Print Volumes Held,Soma de C0.2.O  Other Print Volumes Held,Soma de C0.2.T  Total Print Volumes Held,Soma de C0.3.1.E  English CD and DVD Titles,Soma de C0.3.1.F  French CD and DVD Titles,Soma de C0.3.1.O  Other CD and DVD Titles,Soma de C0.3.1.T  Total CD and DVD Titles,Soma de C0.3.2.E  English CD and DVD Copies,Soma de C0.3.2.F  French CD and DVD Copies,Soma de C0.3.2.O  Other CD and DVD Copies,Soma de C0.3.2.T  Total CD and DVD Copies,C0.3.5.E  English E-Book Titles,C0.3.5.F  French E-Book Titles,C0.3.5.O  Other E-Book Titles,C0.3.5.T  Total E-Book Titles,C0.3.6.E  English E-Book Copies,C0.3.6.F  French E-Book Copies,C0.3.6.O  Other E-Book Copies,C0.3.6.T  Total E-Book Copies,C0.3.7.O  Other E-Audio Book Titles,C0.3.7.E  English E-Audio Book Titles,C0.3.7.T  Total E-Audio Book Titles,C0.3.8.E  English E-Audio Book Copies,C0.3.8.O  Other E-Audio Book Copies,C0.3.8.T  Total E-Audio Book Copies,Soma de C0.4.E  English Special Collections - Original Format,Soma de C0.4.T  Total Special Collections - Original Format,Soma de C0.5.E  English Special Collections - Digital Format,Soma de C0.5.T  Total Special Collections - Digital Format,Soma de C3.1.E  English Print Periodical Titles Held,Soma de C3.1.T  Total Print Periodical Titles Held,Soma de C3.2.0.E  English Databases and Database Subscriptions,Soma de C3.2.0.F  French Databases and Database Subscriptions,Soma de C3.2.0.O  Other Databases and Database Subscriptions,Soma de C3.2.0.T  Total Databases and Database Subscriptions,"Soma de C4.2  If yes, how many",Soma de C4.3.90  Other,"C5.1  If you provide e-learning services (e.g. Gale Courses, Learning express), please state how many:",Soma de C5.1.1.90  Other,Soma de D1.0.H  How many hours per week in your library constitute a full time position (must be at least 32.5 hours)?,Soma de D1.1.1.C  Librarians,Soma de D1.1.2.C  Library Technicians,Soma de D1.1.3.1.C  Other Specialized Professional Staff,Soma de D1.1.4.C  Other Staff,Soma de D1.2.1.C  Librarians,Soma de D1.2.1.H  Librarians,Soma de D1.2.2.C  Library Technicians,Soma de D1.2.3.1.C  Other Specialized Professional Staff,Soma de D1.2.3.1.H  Other Specialized Professional Staff,Soma de D1.2.3.C  EXCEL Graduates,Soma de D1.2.3.H  EXCEL Graduates,Soma de D1.2.4.C  Other Staff,Soma de E1.1  Total No. of Public Access Workstations available in your library,Soma de E1.1.1  Provide Internet access,Soma de E2.1.T  Does your library have an automated catalogue system?,Soma de E2.3.T  Does your library provide wireless Internet connection?,Soma de E2.5  If yes state how many:,Soma de E3.2.SPC  Branches open 12 hours per week or more,Soma de E3.3.SPC  Branches open less than 12 hours per week,Soma de E3.3.SPH  Branches open less than 12 hours per week,Soma de E3.4.SPC  Bookmobile stop locations,Soma de E3.4.SPH  Bookmobile stop locations,Soma de E3.6.SPC  No. of Bookmobiles owned by your library board,Soma de F2.307.Programs  Newcomer focus,"Soma de F2.308.Programs  Careers, job help / skills ",Soma de F2.319.Programs  Book Clubs,Soma de H1.3.1.T  Yes,Soma de H1.3.2.13  Facebook,Library Full Name,Library Number,Survey Year From,A1.14  No. of Active Library Cardholders,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding (e.g. Municipality or Band local operating funding),"B2.6  Self Generated Revenue (e.g. fines, fees, sales/fundraising, room rentals, cafe revenue, etc.)"
92,P8N2A7,Ontario Library Service - North,Public or Union Library,8412,0,366645,15731,46261,359419,19177,259,0,19436,19206,260,0,19466,3209,1,0,3210,3559,1,0,3560,74568,550,132,75250,86985,550,175,87710,9,18537,18616,18537,9,18616,0,0,0,0,41,41,8,2,2,12,2,0,,0,35,1,1,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,2,1,1,Dryden,L0138,2020,2822,16824,335662,3964
93,P0S1B0,Ontario Library Service - North,Public or Union Library,0,0,1940,0,0,19370,155,723,0,878,155,723,0,878,13,10,2,25,13,10,2,25,,,,,,,,,,,,,,,0,0,0,0,199,400,11,5,0,16,0,0,,0,32.5,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dubreuilville Twp,L0427,2019,365,1913,0,27
93,P0S1B0,Ontario Library Service - North,Public or Union Library,0,0,20384,0,0,20384,155,723,0,878,155,723,0,878,13,10,2,25,13,10,2,25,0,0,0,0,0,0,0,0,45,18730,18805,25000,45,25075,0,0,0,0,199,400,11,5,0,16,0,0,,0,32.5,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Dubreuilville Twp,L0427,2020,365,1913,18471,0
93,P0V1T0,Ontario Library Service - North,Public or Union Library,0,0,72261,0,0,72261,14340,0,0,14340,14475,0,0,14475,914,0,0,914,917,0,0,917,75066,0,0,75066,87359,0,0,87359,0,19671,19671,25692,0,25692,28,28,1,1,7,7,1,0,0,1,1,1,,0,,0,0,0,0,0,0,0,0,0,1,30,1,,7,1,1,0,0,0,0,0,0,0,0,,0,1,1,Ear Falls Twp,L0144,2021,166,4302,,
94,P0H1B0,Ontario Library Service - North,Public or Union Library,3344,0,164959,0,0,156049,7831,3359,0,11190,7883,3359,0,11242,1802,7,0,1809,1802,7,0,1809,74834,9269,109,84212,87127,10548,109,97784,7,19650,20353,25671,7,26424,0,0,0,0,37,37,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,3,,3,1,1,0,0,0,0,0,0,0,0,,0,1,1,East Ferris,L0145,2021,845,8531,,
94,P0V1T0,Ontario Library Service - North,Public or Union Library,0,0,73274,0,0,73274,14858,0,0,14858,15007,0,0,15007,895,0,0,895,898,0,0,898,,,,,,,,,,,,,,,28,28,1,1,9,9,1,0,0,1,1,1,,0,32.5,0,0,0,0,0,0,0,0,0,0,0,2,8,7,1,1,0,0,0,0,0,0,0,0,0,11,1,1,Ear Falls Twp,L0144,2019,239,4302,60107,3037
94,P0V1T0,Ontario Library Service - North,Public or Union Library,0,0,67037,0,0,67037,14285,0,0,14285,14421,0,0,14421,898,0,0,898,901,0,0,901,74800,550,132,75482,87217,550,175,87942,9,18558,18637,23547,39,23659,28,28,1,1,7,7,1,0,0,1,1,1,,0,32.5,0,0,0,0,0,0,0,0,0,1,30,1,8,7,1,1,0,0,0,0,0,0,0,0,1,2,1,1,Ear Falls Twp,L0144,2020,212,4302,61190,1479
95,L0N1G0,Southern Ontario Library Service,Contracting Municipality,0,0,34296,0,0,34296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,East Garafraxa Twp,L0146,2021,0,3193,,
95,P0H1B0,Ontario Library Service - North,Public or Union Library,5338,0,170790,10000,10000,174515,10274,3547,0,13821,10356,3648,0,14004,2630,7,0,2637,2630,7,0,2637,,,,,,,,,,,,,,,0,0,0,0,42,43,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,East Ferris,L0145,2019,707,8531,147891,3552
95,P0H1B0,Ontario Library Service - North,Public or Union Library,2916,0,158670,0,0,153142,7921,3565,0,11486,7985,3782,0,11767,2079,7,0,2086,2079,7,0,2086,74568,8135,132,82835,86985,8741,175,95901,9,18527,19024,23526,39,24058,0,0,0,0,40,40,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,East Ferris,L0145,2020,900,8531,142023,2449
96,L0N1G0,Southern Ontario Library Service,Contracting Municipality,0,0,33679,0,0,48604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Garafraxa Twp,L0146,2019,0,3193,30486,0
96,L0N1G0,Southern Ontario Library Service,Contracting Municipality,0,0,33679,0,0,45184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Garafraxa Twp,L0146,2020,0,3193,30486,0
96,L9N1P2,Southern Ontario Library Service,Public or Union Library,39834,17501,1994111,93098,93098,1826018,37599,1387,371,39357,44196,1482,375,46053,7690,0,0,7690,8359,0,0,8359,75391,814,109,76314,87719,814,109,88642,7,19825,19906,25860,7,25944,0,0,0,0,70,70,19,2,0,21,7,2,,1,,6,2,0,0,1,20,3,2,40,1,20,12,,21,1,1,2,1,0,0,0,0,0,0,,7,1,1,East Gwillimbury,L0147,2021,7607,25967,,
97,K0B1P0,Southern Ontario Library Service,Contracting Municipality,0,0,17573,0,0,17573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,East Hawkesbury Twp,L0028,2021,0,6017,,
97,L9N1P2,Southern Ontario Library Service,Public or Union Library,32052,22659,1783368,112000,112000,1574775,35415,835,97,36347,42478,934,97,43509,7569,0,0,7569,7962,0,0,7962,,,,,,,,,,,,,,,0,0,0,0,68,68,26,9,5,40,10,7,,2,35,5,1,2,0,1,20,2,0,0,2,40,15,26,26,1,1,2,1,0,0,0,0,0,79,0,12,1,1,East Gwillimbury,L0147,2019,8009,25967,1681007,30974
97,L9N1P2,Southern Ontario Library Service,Public or Union Library,19453,11240,1933503,83566,83566,1597291,36933,1135,245,38313,44023,1236,0,45259,7981,0,0,7981,8385,0,0,8385,75125,550,132,75807,87577,550,175,88302,9,18712,18791,23715,39,23827,0,0,0,0,67,67,30,6,88,124,8,5,,1,35,6,2,1,0,1,20,2,0,0,2,40,15,26,26,1,1,2,1,0,0,1,105,0,21,0,5,1,1,East Gwillimbury,L0147,2020,8002,25967,1850022,8149
98,K0B1P0,Southern Ontario Library Service,Contracting Municipality,0,0,16899,0,0,16899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Hawkesbury Twp,L0028,2019,0,6017,10882,0
98,K0B1P0,Southern Ontario Library Service,Contracting Municipality,0,0,17213,0,0,17213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Hawkesbury Twp,L0028,2020,0,6017,11196,0
98,K0E1X0,Southern Ontario Library Service,Public or Union Library,0,0,125092,0,0,109713,24941,121,0,25062,27214,132,0,27346,2138,0,0,2138,2164,0,0,2164,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,7,,12,1,1,0,1,0,0,0,0,0,0,,6,1,1,Edwardsburgh/Cardinal Twp,L0467,2021,656,14447,,
99,K0E1X0,Southern Ontario Library Service,Public or Union Library,0,0,130948,0,0,111745,29899,0,0,29899,30056,0,0,30056,1691,0,0,1691,1691,0,0,1691,,,,,,,,,,,,,,,0,0,0,0,18,18,2,0,0,2,0,0,,0,34,0,0,0,0,0,0,1,0,0,1,7,5,12,12,1,1,0,1,0,0,0,0,0,0,0,4,1,1,Edwardsburgh/Cardinal Twp,L0467,2019,1879,14447,105500,1575
99,K0E1X0,Southern Ontario Library Service,Public or Union Library,0,0,107219,0,0,116471,24812,118,0,24930,27156,129,0,27285,1943,0,0,1943,1960,0,0,1960,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,0,0,2,0,0,2,0,0,,0,34,0,0,0,0,0,0,0,0,0,0,0,8,12,12,1,1,0,1,0,0,0,0,0,0,0,0,1,1,Edwardsburgh/Cardinal Twp,L0467,2020,1950,14447,90000,1572
99,N5R5V1,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",0,0,2951522,36665,36665,2951522,109959,422,175,110556,197225,1196,307,198728,15525,81,249,15855,15724,83,253,16060,89877,903,130,90910,102246,903,130,103279,23,22929,23026,28972,23,29072,0,0,0,0,400,400,12,6,5,23,4,0,,0,,5,3,0,5,2,48,1,0,0,3,72,26,,81,1,1,5,10,0,0,0,0,0,0,,29,1,1,Elgin County,L0151,2021,8719,116739,,
100,K0E1A0,Southern Ontario Library Service,Public or Union Library,0,0,155256,0,0,133723,25678,140,0,25818,25685,140,0,25825,0,0,0,0,0,0,0,0,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,1,1,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,3,46,0,,6,1,1,0,0,2,20,0,0,0,0,,0,1,1,Elizabethtown - Kitley,L0469,2021,1203,19452,,
100,N5R5V1,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",0,0,2940084,34865,34865,2940084,95065,324,178,95567,193673,1103,323,195099,14249,86,241,14576,15119,88,252,15459,,,,,,,,,,,,,,,0,0,0,0,478,478,16,7,5,28,4,1,,0,35,5,3,0,6,3,72,2,0,0,6,137,21,52,52,1,1,8,10,0,0,0,0,0,0,6,93,1,1,Elgin County,L0151,2019,10925,116739,2762741,34118
100,N5R5V1,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",0,0,2725022,27431,27431,2725022,96932,383,293,97608,192727,1160,327,194214,14411,83,241,14735,15245,85,250,15580,89175,639,153,89967,101644,639,196,102479,25,21578,21673,26583,128,26784,0,0,0,0,118,118,14,7,5,26,5,2,,0,35,5,3,0,7,2,48,1,0,0,6,138,22,96,75,1,1,9,10,0,0,0,0,0,0,0,39,1,1,Elgin County,L0151,2020,9587,116739,2587728,10340
101,K0E1A0,Southern Ontario Library Service,Public or Union Library,0,0,141240,0,0,117715,29678,140,0,29818,29686,140,0,29826,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,4,4,1,0,0,1,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,3,42,1,12,12,1,1,0,0,2,20,0,0,0,0,0,0,1,1,Elizabethtown - Kitley,L0469,2019,1203,19452,117715,0
101,K0E1A0,Southern Ontario Library Service,Public or Union Library,0,0,101572,0,0,125088,28778,140,0,28918,28785,140,0,28925,0,0,0,0,0,0,0,0,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,4,4,1,0,0,1,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,3,46,0,7,7,1,1,0,0,2,20,0,0,0,0,0,0,1,1,Elizabethtown - Kitley,L0469,2020,1203,19452,78048,0
101,P5A1M7,Ontario Library Service - North,Public or Union Library,0,0,559125,0,0,559125,25465,3525,0,28990,25743,3544,0,29287,2636,26,0,2662,2636,26,0,2662,74984,814,109,75907,87127,814,109,88050,7,19800,19881,25671,7,25755,0,0,0,0,26,30,8,1,0,9,0,0,,0,,0,0,0,1,0,0,0,2,12,0,0,3,,8,1,1,0,0,0,0,0,0,0,0,,0,1,1,Elliot Lake,L0152,2021,1622,37522,,
102,P0W1E0,Ontario Library Service - North,Public or Union Library,0,0,80868,0,0,71360,10513,16,0,10529,10513,16,0,10529,1581,0,0,1581,1589,0,0,1589,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,0,0,2,0,0,2,0,0,,0,,0,1,0,0,0,0,0,0,0,1,9,0,,2,1,1,0,0,0,0,0,0,0,0,,0,1,1,Emo Twp,L0098,2021,834,2483,,
102,P5A1M7,Ontario Library Service - North,Public or Union Library,0,0,580162,0,0,580132,27851,2733,0,30584,27891,2743,0,30634,2938,103,0,3041,2938,103,0,3041,,,,,,,,,,,,,,,0,0,0,0,33,36,12,5,6,23,0,0,,0,37.5,1,0,0,1,0,0,0,2,18.5,0,0,3,11,8,1,1,0,0,0,0,0,0,0,0,4,12,0,0,Elliot Lake,L0152,2019,4490,37522,402462,16650
102,P5A1M7,Ontario Library Service - North,Public or Union Library,0,0,336507,0,0,176454,24942,2855,0,27797,25265,2872,0,28137,2606,25,0,2631,2675,25,0,2700,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,32,36,18,1,0,19,0,0,,0,37.5,0,0,0,1,0,0,0,2,12,0,0,3,11,8,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Elliot Lake,L0152,2020,2107,37522,296920,1141
103,P0J1H0,Ontario Library Service - North,Public or Union Library,9886,4070,76111,0,0,86859,19548,225,0,19773,20312,240,0,20552,3374,2,0,3376,3424,4,0,3428,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,19,19,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,23,2,,3,1,1,1,0,0,0,0,0,0,0,,2,1,1,Englehart,L0054,2021,720,7078,,
103,P0W1E0,Ontario Library Service - North,Public or Union Library,1960,1960,84647,0,0,84551,9567,5,0,9572,9567,5,0,9572,2005,0,0,2005,2005,0,0,2005,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,4,1,0,,0,32.5,0,0,0,0,0,0,0,0,0,2,40,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Emo Twp,L0098,2019,2126,2483,46500,17433
103,P0W1E0,Ontario Library Service - North,Public or Union Library,3920,3920,82487,0,0,81496,10272,10,0,10282,10272,10,0,10282,1626,0,0,1626,1626,0,0,1626,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,0,0,2,0,0,2,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,2,40,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Emo Twp,L0098,2020,1805,2483,46500,13204
104,P0J1H0,Ontario Library Service - North,Public or Union Library,3629,3629,73040,0,0,80239,148,16,0,164,160,26,0,186,5,2,0,7,8,4,0,12,,,,,,,,,,,,,,,253,253,0,0,30,33,3,0,0,3,0,0,,0,35,0,0,0,0,1,23,0,0,0,0,0,2,5,5,1,1,1,0,0,0,0,0,0,3,2,1,1,1,Englehart,L0054,2019,780,7078,31584,7491
104,P0J1H0,Ontario Library Service - North,Public or Union Library,4182,4182,65325,0,0,74446,19498,225,0,19723,20245,240,0,20485,3332,2,0,3334,3426,4,0,3430,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23635,0,0,0,0,18,18,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,1,23,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Englehart,L0054,2020,700,7078,31584,3691
104,P5E1S4,Ontario Library Service - North,Public or Union Library,2844,2844,341486,0,0,341485,30286,4663,18,34967,30896,4847,18,35761,4748,14,0,4762,4748,14,0,4762,74891,9269,109,84269,87185,10548,109,97842,7,19670,20373,25693,7,26446,332,332,25,25,51,69,14,0,0,14,1,0,,0,,1,1,0,0,0,0,0,0,0,1,28,2,,6,1,1,0,0,0,0,0,0,0,0,,0,1,1,Espanola,L0052,2021,915,30865,,
105,L0M1B1,Southern Ontario Library Service,Public or Union Library,59035,57035,843404,3173,3173,843404,32972,1270,0,34242,35285,1288,0,36573,4849,20,0,4869,4924,24,0,4948,11647,337,331,12315,13563,341,333,14237,69,3855,3979,3888,72,4016,0,0,0,0,100,111,20,4,0,24,3,0,,0,,1,1,2,0,1,15,2,0,0,1,3,3,,16,1,1,2,1,0,0,0,0,0,0,,34,1,1,Essa,L0387,2021,3362,25297,,
105,P5E1S4,Ontario Library Service - North,Public or Union Library,1575,1575,352106,0,0,348107,29789,4836,18,34643,30763,4945,18,35726,4565,14,0,4579,4565,14,0,4579,,,,,,,,,,,,,,,332,332,0,0,50,68,11,0,0,11,1,0,,0,35,1,1,0,0,0,0,0,0,0,1,28,6,5,5,1,1,0,0,0,0,0,0,0,0,0,12,1,1,Espanola,L0052,2019,1286,30865,305431,9347
105,P5E1S4,Ontario Library Service - North,Public or Union Library,7578,3920,364061,0,0,360063,29924,4664,18,34606,33549,5433,18,39000,4652,14,0,4666,4819,14,0,4833,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,332,332,0,0,51,69,11,0,0,11,1,0,,0,35,1,1,0,0,0,0,0,0,0,1,28,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Espanola,L0052,2020,1089,30865,304995,4098
106,L0M1B1,Southern Ontario Library Service,Public or Union Library,48625,48625,703101,0,0,703101,33994,1644,0,35638,36603,1717,0,38320,6528,22,0,6550,6662,25,0,6687,,,,,,,,,,,,,,,286,324,0,0,133,151,25,0,0,25,1,0,,0,35,1,1,1,0,0,0,2,0,0,1,11,4,32,32,1,1,2,1,0,0,0,0,0,31,0,61,1,1,Essa,L0387,2019,5870,25297,541910,44919
106,L0M1B1,Southern Ontario Library Service,Public or Union Library,66989,66989,810255,4847,4847,810255,34025,1013,0,35038,36519,2092,0,38611,5442,20,0,5462,5530,24,0,5554,11118,296,370,11784,12690,304,373,13367,0,3743,3766,3773,0,3797,723,723,0,0,113,120,25,0,0,25,1,0,,0,35,1,1,2,0,1,18,2,0,0,1,11,3,32,32,1,1,2,1,0,0,0,0,0,1,9,21,1,1,Essa,L0387,2020,5178,25297,700228,11667
106,N8M1Y3,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",114874,114874,6292303,0,0,5943015,177962,6823,1005,185790,245505,11731,1005,258241,11942,45,0,11987,35074,45,0,35119,20127,79,102,20308,22898,79,102,23079,18,7349,7377,8058,18,8086,0,0,0,0,97,97,46,1,0,47,5,0,,3,,12,0,6,11,0,0,0,0,0,0,0,26,,24,1,1,2,7,0,0,0,0,1,0,,26,1,1,Essex County,L0153,2021,24172,287721,,
107,N8M1Y3,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",0,0,5950070,0,418930,5839204,158753,4533,484,163770,281171,8907,485,290563,16024,0,0,16024,31511,0,0,31511,,,,,,,,,,,,,,,0,0,0,0,130,130,53,3,1,57,6,3,,2,34.5,12,2,5,8,0,0,0,0,0,0,0,66,60,60,1,1,1,12,2,24,0,0,0,1,75,105,1,1,Essex County,L0153,2019,53507,287721,5464260,82506
107,N8M1Y3,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",119227,119227,6187560,0,0,5987616,166766,5276,485,172527,278489,11579,639,290707,11634,76,46,11756,25463,76,46,25585,18580,292,869,19741,22899,292,869,24060,37,7349,7415,8058,37,8124,0,0,30460,30460,459,459,30,1,0,31,4,1,,2,34.5,13,0,4,13,0,0,0,0,0,0,0,54,71,33,1,1,2,7,0,0,0,0,1,0,0,23,1,1,Essex County,L0153,2020,50181,287721,5744540,30960
107,P0J1H0,Ontario Library Service - North,Contracting Municipality,0,0,7805,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Evanturel Twp,L0150,2021,0,1117,,
108,K0L1C0,Southern Ontario Library Service,Contracting Municipality,0,0,33595,0,0,33595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Faraday Twp,L0155,2021,0,5595,,
108,P0J1H0,Ontario Library Service - North,Contracting Municipality,0,0,7869,0,0,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Evanturel Twp,L0150,2019,0,1117,6752,0
108,P0J1H0,Ontario Library Service - North,Contracting Municipality,0,0,7869,0,0,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Evanturel Twp,L0150,2020,0,1117,6752,0
109,K0L1C0,Southern Ontario Library Service,Contracting Municipality,0,0,30595,0,0,30595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faraday Twp,L0155,2019,0,5595,25000,0
109,K0L1C0,Southern Ontario Library Service,Contracting Municipality,0,0,32595,0,0,32595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faraday Twp,L0155,2020,0,5595,27000,0
109,P0L1G0,Ontario Library Service - North,Public or Union Library,5773,0,58765,0,0,40745,2700,8107,0,10807,2700,8107,0,10807,587,247,1700,2534,587,247,1700,2534,0,6190,0,6190,0,6190,0,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,2,20,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,0,,0,1,1,Fauquier-Strickland Twp,L0055,2021,500,4197,,
110,L2A2M1,Southern Ontario Library Service,Public or Union Library,0,0,1509831,0,0,1403785,41872,493,291,42656,48131,514,291,48936,8368,54,189,8611,10382,55,246,10683,76825,814,109,77748,92256,814,109,93179,7,19650,19731,25671,7,25755,0,0,7218,7218,41,41,3,0,0,3,4,0,,0,,4,3,2,6,4,35,3,2,50,1,34,6,,54,1,1,3,2,0,0,0,0,0,0,,9,1,1,Fort Erie,L0156,2021,7564,60682,,
110,P0L1G0,Ontario Library Service - North,Public or Union Library,2790,1110,56582,0,0,45990,3331,9974,0,13305,3380,10020,0,13400,578,246,1514,2338,578,246,1514,2338,,,,,,,,,,,,,,,0,0,0,0,29,51,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Fauquier-Strickland Twp,L0055,2019,490,4197,45000,1190
