_id,A1.12 Postal Code,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),Soma de B2.4.1a  Total Project Grants,Soma de B2.4.1.99  Other Project Grant,Soma de B2.9  Total Operating Revenues,Soma de B3.3  Local,Soma de B3.5  Total Capital Revenues,Soma de B5.0  Total Operating Expenditures,Soma de C0.1.E  English Print Titles Held,Soma de C0.1.F  French Print Titles Held,Soma de C0.1.O  Other Print Titles Held,Soma de C0.1.T  Total Print Titles Held,Soma de C0.2.E  English Print Volumes Held,Soma de C0.2.F  French Print Volumes Held,Soma de C0.2.O  Other Print Volumes Held,Soma de C0.2.T  Total Print Volumes Held,Soma de C0.3.1.E  English CD and DVD Titles,Soma de C0.3.1.F  French CD and DVD Titles,Soma de C0.3.1.O  Other CD and DVD Titles,Soma de C0.3.1.T  Total CD and DVD Titles,Soma de C0.3.2.E  English CD and DVD Copies,Soma de C0.3.2.F  French CD and DVD Copies,Soma de C0.3.2.O  Other CD and DVD Copies,Soma de C0.3.2.T  Total CD and DVD Copies,C0.3.5.E  English E-Book Titles,C0.3.5.F  French E-Book Titles,C0.3.5.O  Other E-Book Titles,C0.3.5.T  Total E-Book Titles,C0.3.6.E  English E-Book Copies,C0.3.6.F  French E-Book Copies,C0.3.6.O  Other E-Book Copies,C0.3.6.T  Total E-Book Copies,C0.3.7.O  Other E-Audio Book Titles,C0.3.7.E  English E-Audio Book Titles,C0.3.7.T  Total E-Audio Book Titles,C0.3.8.E  English E-Audio Book Copies,C0.3.8.O  Other E-Audio Book Copies,C0.3.8.T  Total E-Audio Book Copies,Soma de C0.4.E  English Special Collections - Original Format,Soma de C0.4.T  Total Special Collections - Original Format,Soma de C0.5.E  English Special Collections - Digital Format,Soma de C0.5.T  Total Special Collections - Digital Format,Soma de C3.1.E  English Print Periodical Titles Held,Soma de C3.1.T  Total Print Periodical Titles Held,Soma de C3.2.0.E  English Databases and Database Subscriptions,Soma de C3.2.0.F  French Databases and Database Subscriptions,Soma de C3.2.0.O  Other Databases and Database Subscriptions,Soma de C3.2.0.T  Total Databases and Database Subscriptions,"Soma de C4.2  If yes, how many",Soma de C4.3.90  Other,"C5.1  If you provide e-learning services (e.g. Gale Courses, Learning express), please state how many:",Soma de C5.1.1.90  Other,Soma de D1.0.H  How many hours per week in your library constitute a full time position (must be at least 32.5 hours)?,Soma de D1.1.1.C  Librarians,Soma de D1.1.2.C  Library Technicians,Soma de D1.1.3.1.C  Other Specialized Professional Staff,Soma de D1.1.4.C  Other Staff,Soma de D1.2.1.C  Librarians,Soma de D1.2.1.H  Librarians,Soma de D1.2.2.C  Library Technicians,Soma de D1.2.3.1.C  Other Specialized Professional Staff,Soma de D1.2.3.1.H  Other Specialized Professional Staff,Soma de D1.2.3.C  EXCEL Graduates,Soma de D1.2.3.H  EXCEL Graduates,Soma de D1.2.4.C  Other Staff,Soma de E1.1  Total No. of Public Access Workstations available in your library,Soma de E1.1.1  Provide Internet access,Soma de E2.1.T  Does your library have an automated catalogue system?,Soma de E2.3.T  Does your library provide wireless Internet connection?,Soma de E2.5  If yes state how many:,Soma de E3.2.SPC  Branches open 12 hours per week or more,Soma de E3.3.SPC  Branches open less than 12 hours per week,Soma de E3.3.SPH  Branches open less than 12 hours per week,Soma de E3.4.SPC  Bookmobile stop locations,Soma de E3.4.SPH  Bookmobile stop locations,Soma de E3.6.SPC  No. of Bookmobiles owned by your library board,Soma de F2.307.Programs  Newcomer focus,"Soma de F2.308.Programs  Careers, job help / skills ",Soma de F2.319.Programs  Book Clubs,Soma de H1.3.1.T  Yes,Soma de H1.3.2.13  Facebook,Library Full Name,Library Number,Survey Year From,A1.14  No. of Active Library Cardholders,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding (e.g. Municipality or Band local operating funding),"B2.6  Self Generated Revenue (e.g. fines, fees, sales/fundraising, room rentals, cafe revenue, etc.)"
,K0A1A0,Southern Ontario Library Service,Public or Union Library,10083,0,689746,0,0,689746,36156,1437,0,37593,36349,1437,0,37786,8105,3,0,8108,8131,3,0,8134,80364,890,202,81456,106704,912,138,107754,12,19900,20040,30557,12,30723,578,578,49,49,60,60,1,0,0,1,2,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,13,12,12,1,1,1,1,0,0,0,0,0,0,0,20,1,1,Mississippi Mills,L0210,2022,4172,31848,618965,16394
,K0A1M0,Southern Ontario Library Service,Public or Union Library,0,0,17804,0,0,150250,0,0,21551,21551,0,0,21999,21999,95,91,1,187,298,296,3,597,72312,558,5,72875,105879,444,36,106359,26,19539,19639,10904,26,31716,160,465,160,464,7,20,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,19,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Casselman,L0107,2022,1118,3835,8000,1595
,K0B1J0,Southern Ontario Library Service,Public or Union Library,0,0,253765,0,0,335854,11296,34104,0,45400,12958,46095,0,59053,2009,1592,0,3601,2102,1618,0,3720,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,0,0,0,0,0,30,0,0,0,0,1,0,0,0,35,0,1,0,0,0,0,0,5,54,1,27,0,11,11,1,1,0,0,5,81,0,0,0,0,0,5,1,1,Alfred & Plantagenet Twp,L0004,2022,1755,15665,201159,5293
,K0B1P0,Southern Ontario Library Service,Contracting Municipality,0,0,17977,0,0,17977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Hawkesbury Twp,L0028,2022,0,6017,11960,0
,K0B1R0,Southern Ontario Library Service,Public or Union Library,500,500,250730,0,0,253517,10374,4890,0,15264,10374,4890,0,15264,1609,26,2,1637,1609,26,2,1637,70827,10378,202,81407,94886,12609,138,107633,12,19030,19999,29603,12,30682,89,97,0,0,242,299,1,0,0,1,2,0,0,0,35,0,0,0,0,0,0,0,0,0,1,26,4,4,4,1,1,0,0,0,0,0,0,0,0,0,25,1,1,Champlain Twp,L0108,2022,2099,15263,221407,2815
,K0C2B0,Southern Ontario Library Service,Public or Union Library,0,0,440612,0,0,430477,27352,38522,0,65874,32352,42070,0,74422,895,1813,0,2708,978,2279,0,3257,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,0,0,0,0,8,18,2,1,0,3,2,0,0,0,35,0,1,0,1,0,0,1,0,0,0,0,9,7,7,1,1,3,2,0,0,0,0,0,0,0,0,1,1,La Nation,L0091,2022,2968,16331,406422,1177
,K0E1A0,Southern Ontario Library Service,Public or Union Library,0,0,119574,0,0,122483,2789,140,0,2929,2796,140,0,2936,0,0,0,0,0,0,0,0,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,1,1,1,0,0,1,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,3,46,0,5,5,1,1,0,0,2,20,0,0,0,0,0,0,1,1,Elizabethtown - Kitley,L0469,2022,1311,19452,95200,0
,K0E1B0,Southern Ontario Library Service,Public or Union Library,1800,1800,53394,0,0,59810,7847,95,0,7942,7887,95,0,7982,479,0,0,479,482,0,0,482,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,0,0,0,0,16,16,5,0,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,30,0,3,2,1,1,0,0,0,0,0,0,0,0,0,9,1,1,Athens Twp,L0018,2022,375,6830,19701,8055
,K0E1L0,Southern Ontario Library Service,Public or Union Library,0,0,451374,0,0,461979,15975,95,0,16070,16530,95,0,16625,1944,0,0,1944,2245,0,0,2245,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,40,40,0,0,33,33,3,0,0,3,2,0,1,1,35,1,0,0,1,0,0,1,0,0,0,0,5,9,9,1,1,0,2,0,0,0,0,0,0,0,17,1,1,Leeds and the Thousand Islands Twp,L0477,2022,1537,28493,411198,5879
,K0E1R0,Southern Ontario Library Service,Public or Union Library,1136,1136,75270,0,0,73676,10225,156,0,10381,10359,156,0,10515,968,0,0,968,984,0,0,984,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,21,21,3,0,0,3,1,0,0,0,32.5,0,0,0,0,0,0,0,0,0,1,15,3,2,2,1,1,0,0,0,0,0,0,0,0,0,13,1,1,Front of Yonge Twp,L0448,2022,323,4831,66995,535
,K0E1T0,Southern Ontario Library Service,Public or Union Library,0,0,174594,0,0,169590,24389,280,0,24669,24389,284,0,24673,1851,0,0,1851,1853,0,0,1853,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,1393,1393,4,0,0,4,0,0,1,0,35,0,1,0,2,0,0,0,0,0,0,0,2,10,10,1,1,0,0,0,0,0,0,0,0,0,3,1,1,Prescott,L0274,2022,1471,9701,160954,1459
,K0E1X0,Southern Ontario Library Service,Public or Union Library,0,0,108841,0,0,137400,23294,62,0,23356,25222,62,0,25284,1737,0,0,1737,1756,0,0,1756,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,0,0,2,0,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,12,12,1,1,0,1,0,0,0,0,0,0,0,2,1,1,Edwardsburgh/Cardinal Twp,L0467,2022,877,14447,90500,635
,K0G1E0,Southern Ontario Library Service,Public or Union Library,4708,4708,648682,228970,228970,648682,25235,181,0,25416,27055,188,0,27243,4702,0,0,4702,4812,0,0,4812,70755,890,0,71645,94886,912,0,95798,0,19030,19158,29603,0,29757,603,603,1822,1822,29,29,3,0,0,3,2,1,0,0,35,0,0,0,0,0,0,1,2,44.75,1,32,9,13,11,1,1,1,3,1,9,0,0,0,0,0,128,1,1,Rideau Lakes Public Library,L0498,2022,2724,44876,537884,6947
,K0G1J0,Southern Ontario Library Service,Public or Union Library,4939,1791,655080,0,0,655080,35201,4134,0,39335,35906,4339,0,40245,3058,0,0,3058,3077,0,0,3077,71171,890,138,72199,95302,912,202,96416,0,19130,19130,29703,0,29703,264,264,0,0,10,14,8,0,0,8,0,0,0,0,35,1,2,0,0,0,0,0,2,17,3,52,4,12,12,1,1,0,0,1,4,0,0,0,0,0,10,1,1,North Grenville Twp,L0228,2022,5935,27444,577949,4788
,K0G1K0,Southern Ontario Library Service,Public or Union Library,27207,27207,228530,3263,3263,210588,16703,66,0,16769,16843,66,0,16909,1249,0,0,1249,1249,0,0,1249,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,0,0,0,0,16,16,1,0,0,1,0,0,1,1,37.5,1,0,0,0,0,0,0,1,5,0,0,4,4,4,1,1,0,0,0,0,0,0,0,0,0,4,1,1,Lanark Highlands,L0330,2022,893,13599,150294,4983
,K0G1N0,Southern Ontario Library Service,Public or Union Library,0,0,157981,3000,3000,153929,21280,1153,0,22433,21563,1153,0,22716,3225,0,0,3225,3226,0,0,3226,70764,890,202,71856,94895,912,238,96045,12,19031,19171,26604,12,26770,25000,25000,25000,25000,24,24,5,0,0,5,2,0,0,0,35,1,0,0,0,0,0,0,0,0,1,10,0,6,6,1,1,0,0,0,0,0,0,0,0,0,10,1,1,Merrickville-Wolford,L0204,2022,1472,5096,113000,1519
,K0G1X0,Southern Ontario Library Service,Public or Union Library,500,500,62476,0,0,48940,13427,6,0,13433,13484,6,0,13490,356,0,0,356,511,0,0,511,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,7,7,4,0,0,4,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,1,25,0,3,3,1,1,0,0,0,0,0,0,0,0,0,4,1,1,Westport,L0374,2022,428,1714,26178,7668
,K0H1P0,Southern Ontario Library Service,Public or Union Library,17300,500,115315,0,0,112474,11674,32,0,11706,12779,37,0,12816,2257,1,0,2258,2355,1,0,2356,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,0,0,0,0,12,12,7,0,0,7,1,0,0,0,35,0,0,0,0,0,0,0,0,0,2,30,3,12,12,1,1,0,1,0,0,0,0,0,0,0,0,1,1,Addington Highlands Twp,L0005,2022,969,11434,81193,2280
,K0J1B0,Southern Ontario Library Service,Public or Union Library,0,0,203776,0,0,196044,22376,180,140,22696,22676,180,140,22996,1114,0,0,1114,1114,0,0,1114,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,3256,3256,98,98,15,15,9,1,1,11,2,0,1,0,35,0,0,1,0,0,0,0,0,0,1,22,3,3,3,1,1,0,0,0,0,0,0,0,0,0,7,1,1,Madawaska Valley Twp,L0496,2022,1028,19729,167307,7743
,K0J1C0,Southern Ontario Library Service,Public or Union Library,0,0,108633,0,0,127839,25182,217,0,25399,25182,217,0,25399,2384,4,0,2388,2384,4,0,2388,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,3,42,2,8,8,1,1,0,2,0,0,0,0,0,0,0,0,1,1,Whitewater Region,L0482,2022,2035,15795,85000,6088
,K0J1H0,Southern Ontario Library Service,Public or Union Library,0,0,127990,0,0,117005,10975,95,0,11070,10975,95,0,11070,1085,1,0,1086,1085,1,0,1086,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,4,4,0,0,20,20,3,0,0,3,1,0,0,0,35,0,0,0,0,0,0,0,1,25,0,0,4,2,2,1,1,0,0,0,0,0,0,0,1,0,8,1,1,Greater Madawaska Twp,L0478,2022,279,11817,106888,4985
,K0J1P0,Southern Ontario Library Service,Public or Union Library,26355,26355,468864,0,0,453323,31706,932,2,32640,31774,934,2,32710,8143,0,0,8143,8148,0,0,8148,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,0,0,60,60,76,77,14,1,0,15,2,0,3,2,35,1,0,0,0,0,0,0,0,0,2,46,8,7,6,1,1,0,0,0,0,0,0,0,3,0,23,1,1,Deep River,L0051,2022,1470,9581,414448,10132
,K0J1P0,Southern Ontario Library Service,Public or Union Library,3471,0,104134,0,0,108398,18518,202,31,18751,20719,202,31,20952,730,0,0,730,1252,0,0,1252,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,34,34,9,0,0,9,0,0,1,0,35,0,0,0,0,2,49,0,0,0,0,0,0,7,6,1,1,0,1,0,0,0,0,0,0,0,0,1,1,Laurentian Hills,L0384,2022,339,8019,86420,320
,K0J1S0,Southern Ontario Library Service,Public or Union Library,500,500,45607,0,0,49365,7668,72,0,7740,7675,72,0,7747,1125,12,0,1137,1126,12,0,1138,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,0,0,2,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,8,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Admaston/Bromley Twp,L0002,2022,333,5518,21600,4116
,K0J1T0,Southern Ontario Library Service,Public or Union Library,31656,27000,339527,0,0,304928,12616,247,0,12863,12655,248,0,12903,2085,0,0,2085,2165,0,0,2165,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,567,567,0,0,31,31,4,0,0,4,0,0,0,0,35,1,0,1,0,0,0,0,1,31,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,9,1,1,Bonnechere Union,L0080,2022,1680,19705,253579,34105
,K0J1X0,Southern Ontario Library Service,First Nations Library,0,0,28560,0,0,28560,1485,0,0,1485,1485,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,32.5,0,0,0,1,0,0,0,0,0,0,0,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Algonquins of Pikwakanagan FN,L0391,2022,68,15388,13172,0
,K0J2A0,Southern Ontario Library Service,Public or Union Library,1778,1778,122931,0,0,129415,9889,50,0,9939,9889,50,0,9939,2282,0,0,2282,2282,0,0,2282,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,38,38,1,0,0,1,0,0,0,0,32.5,0,0,0,0,1,24,0,0,0,1,16,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"Killaloe, Hagarty & Richards Twp",L0385,2022,966,8136,88079,18594
,K0J2E0,Southern Ontario Library Service,Contracting Municipality,0,0,6584,0,0,6584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brudenell, Lyndoch & Raglan Twp",L0078,2022,0,4584,2000,0
,K0J2K0,Southern Ontario Library Service,Public or Union Library,0,0,6411,0,0,5619,2285,1,0,2286,2285,1,0,2286,410,0,0,410,410,0,0,410,69426,0,0,69426,93097,0,0,93097,0,17095,17095,25272,0,25272,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32.5,0,0,0,0,1,7,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"Head, Clara & Maria",L0179,2022,81,1423,0,4506
,K0J2M0,Ontario Library Service - North,Public or Union Library,13000,0,107247,0,0,80469,19648,0,0,19648,19648,0,0,19648,1226,0,0,1226,1226,0,0,1226,70755,890,138,71783,94886,913,202,96001,12,19030,19170,29603,12,29769,210,210,0,0,4,4,0,0,0,0,1,0,0,0,32.5,0,0,0,0,0,0,0,0,0,2,32,0,6,6,1,1,0,1,0,0,0,0,0,0,0,0,1,1,South Algonquin Twp,L0311,2022,320,6464,86743,0
,K0K1H0,Southern Ontario Library Service,Public or Union Library,5300,5300,655641,0,0,670192,30572,165,23,30760,33279,165,23,33467,4782,3,0,4785,5281,3,0,5284,71440,890,138,72468,95598,912,202,96712,12,19303,19443,29879,12,30045,0,0,94,94,24,24,18,1,0,19,2,0,1,0,35,0,1,0,4,0,0,0,0,0,1,15,5,11,8,1,1,0,0,1,9,0,0,0,0,0,0,1,1,Brighton Public Library Board,L0466,2022,3419,29639,572778,6665
,K0K1S0,Southern Ontario Library Service,Public or Union Library,46037,42348,328310,0,0,328310,27287,38,3,27328,32605,38,3,32646,5696,0,0,5696,5912,0,0,5912,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,50,50,30870,30870,28,28,13,0,0,13,3,0,1,0,35,1,0,0,0,0,0,2,1,6,1,6,2,12,10,1,1,0,1,0,0,0,0,0,13,26,10,1,1,Cramahe Twp,L0119,2022,1704,12669,257941,2152
,K0K1X0,Southern Ontario Library Service,First Nations Library,0,0,49241,0,0,51938,9539,0,50,9589,9765,0,50,9815,256,0,0,256,257,0,0,257,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,10,10,1,0,0,1,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Mohawks of the Bay of Quinte FN,L0405,2022,154,22854,9710,10000
,K0K1X0,Southern Ontario Library Service,Public or Union Library,84778,49525,250953,0,0,234937,9590,50,0,9640,9642,55,0,9697,1326,12,0,1338,1327,12,0,1339,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,5,5,2,0,0,2,1,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Deseronto,L0323,2022,454,3496,150766,8130
,K0K1Y0,Southern Ontario Library Service,Contracting Municipality,0,0,44763,0,0,45259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madoc Twp,L0193,2022,0,3274,41489,0
,K0K2G0,Southern Ontario Library Service,Public or Union Library,0,0,299092,0,0,299092,23914,0,0,23914,24126,0,0,24126,1788,0,0,1788,1788,0,0,1788,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,30,30,6,0,0,6,1,0,1,0,32.5,0,1,0,0,0,0,1,0,0,0,0,4,14,8,1,1,0,3,0,0,0,0,0,0,0,30,1,1,Alnwick/Haldimand Twp,L0487,2022,1074,16751,260351,12559
,K0K2K0,Southern Ontario Library Service,Public or Union Library,5764,2075,227750,0,0,221031,16582,40,0,16622,16676,40,0,16716,2127,0,0,2127,2127,0,0,2127,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,1500,1500,422,422,16,16,12,1,1,14,1,0,0,0,35,0,0,0,0,0,0,0,1,1.3,1,23,3,9,7,1,1,0,0,0,0,0,0,0,0,0,6,1,1,Centre Hastings,L0110,2022,1125,8188,96807,1709
,K0K2M0,Southern Ontario Library Service,Public or Union Library,3339,3339,120260,0,0,117755,13874,1,0,13875,13884,1,0,13885,2343,0,0,2343,2365,0,0,2365,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,6232,6232,96100,96100,6,6,1,0,0,1,1,0,0,0,35,0,0,0,0,0,0,0,0,0,2,50,1,7,7,1,1,0,0,0,0,0,0,0,0,0,8,1,1,Marmora and Lake Twp,L0463,2022,812,10621,100870,980
,K0K2T0,Southern Ontario Library Service,Public or Union Library,0,0,1576458,0,2710740,1477895,29040,144,0,29184,35861,151,0,36012,4442,0,0,4442,5181,0,0,5181,70975,890,138,72003,95483,912,202,96597,12,19055,19195,29727,12,29893,0,0,0,0,36,36,1,0,0,1,3,0,1,1,35,1,0,6,4,0,0,0,0,0,2,30,2,11,11,1,1,2,5,0,0,0,0,0,6,0,51,1,1,Prince Edward County,L0276,2022,8125,78243,1337262,21280
,K0K2X0,Southern Ontario Library Service,First Nations Library,0,0,39587,0,0,39587,5229,0,23,5252,5418,0,23,5441,290,0,4,294,316,0,4,320,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Alderville FN,L0390,2022,190,14329,10795,0
,K0K3A0,Southern Ontario Library Service,Public or Union Library,13832,13832,312094,0,0,268641,25083,193,4,25280,25083,193,4,25280,1364,0,0,1364,0,0,0,0,70755,0,0,70755,94886,0,0,94886,0,19030,19030,29603,0,29603,0,0,0,0,30,30,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,1,30,1,24.5,4,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,1,Tyendinaga Twp,L0339,2022,657,4904,154811,2875
,K0K3E0,Southern Ontario Library Service,Public or Union Library,13040,13040,215820,0,0,204490,22789,144,0,22933,22908,146,0,23054,2823,0,0,2823,2835,0,0,2835,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,498,498,390,390,10,10,2,0,0,2,1,0,0,0,35,0,0,0,0,0,0,2,0,0,1,31,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Stirling-Rawdon,L0318,2022,996,8810,180157,5856
,K0K3J0,Southern Ontario Library Service,Public or Union Library,5529,1500,209496,0,0,209496,16800,4,0,16804,16800,4,0,16804,1162,3,0,1165,1162,3,0,1165,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,30,30,4560,0,0,4560,0,0,0,0,32.5,0,0,0,0,0,0,0,1,4,2,27.5,1,10,10,1,1,1,0,0,0,0,0,0,0,5,7,1,1,Tweed,L0355,2022,1015,12676,166671,4997
,K0L1A0,Southern Ontario Library Service,Public or Union Library,0,0,379495,0,0,379495,11595,35,0,11630,14378,35,0,14413,3014,0,0,3014,3496,0,0,3496,70784,890,138,71812,94915,912,202,96029,12,19038,19178,29611,12,29777,3,3,0,0,21,21,13,0,0,13,1,0,1,0,35,0,1,0,1,0,0,0,0,0,0,0,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,North Kawartha Twp,L0382,2022,3809,17300,263759,20344
,K0L1C0,Southern Ontario Library Service,Contracting Municipality,0,0,34155,0,0,34155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faraday Twp,L0155,2022,0,5595,28560,0
,K0L1C0,Southern Ontario Library Service,Public or Union Library,0,0,193494,0,0,151268,17041,9,0,17050,17089,9,0,17098,1086,0,0,1086,1086,0,0,1086,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,9,9,3,0,0,3,1,0,0,0,32.5,0,0,0,0,0,0,0,4,55,1,25,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Bancroft Town,L0062,2022,1423,8867,143000,2583
,K0L1C0,Southern Ontario Library Service,Public or Union Library,0,0,28750,0,0,23523,7102,30,0,7132,7628,35,0,7663,1321,0,0,1321,1321,0,0,1321,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,22,22,0,0,82,110,0,0,0,0,0,0,0,0,32.5,0,0,0,2,0,0,0,0,0,1,15,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Carlow/Mayo Public Library,L0106,2022,215,3258,20000,2440
,K0L1H0,Southern Ontario Library Service,Public or Union Library,52266,11536,713739,0,0,846659,34496,379,0,34875,43560,365,0,43925,5354,0,0,5354,6084,0,0,6084,848,0,0,848,901,0,0,901,0,1,1,1,0,1,516,516,0,0,113,113,4,0,0,4,1,0,1,0,35,1,0,0,0,1,32.5,2,0,0,0,0,2,25,22,1,1,1,3,0,0,0,0,0,0,0,18,1,1,Selwyn,L0309,2022,5223,37113,542336,40352
,K0L1J0,Southern Ontario Library Service,Public or Union Library,1335,1335,291496,0,0,328361,16966,89,28,17083,21029,95,30,21154,1982,0,0,1982,2237,0,0,2237,70858,890,202,71950,94989,912,138,96039,12,19045,19185,29618,12,29784,65,65,0,0,25,25,4581,24,9,4614,0,0,0,0,34,1,0,0,2,1,34,0,0,0,2,39,2,11,11,1,1,0,1,0,0,0,0,0,0,10,0,1,1,Trent Lakes,L0159,2022,3164,29073,239590,2148
,K0L1L0,Southern Ontario Library Service,Public or Union Library,2025,0,610874,0,0,599799,39555,0,0,39555,46812,0,0,46812,4116,0,0,4116,4281,0,0,4281,70867,890,202,71959,94998,912,138,96048,12,19030,19170,29603,12,29769,0,0,0,0,932,932,7,0,0,7,3,1,1,0,35,1,0,0,0,0,0,0,2,36.25,3,69.5,3,14,14,1,1,0,2,0,0,0,0,0,0,0,35,1,1,Trent Hills,L0500,2022,7748,33099,562897,5879
,K0L1P0,Southern Ontario Library Service,Public or Union Library,0,0,46394,0,0,32293,7409,45,0,7454,7409,45,0,7454,1182,0,0,1182,1201,0,0,1201,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Wollaston,L0380,2022,392,3273,40125,83
